,ByAppointmentOnly,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,RestaurantsDelivery,RestaurantsGoodForGroups,HasTV,BikeParking,OutdoorSeating,RestaurantsPriceRange2,RestaurantsTakeOut,RestaurantsTableService,Caters,RestaurantsReservations,GoodForKids,stars,hours,is_open,review_count,longitude,latitude,city,state,address,GoodForMeal_0,Ambience_0,BusinessParking_0,name,postal_code,categories,HappyHour,WheelchairAccessible,DogsAllowed,CoatCheck,GoodForDancing,AcceptsInsurance,DriveThru,Corkage,BYOB,BestNights_0,HairSpecializesIn_0,Music_0,AgesAllowed_u'21plus',AgesAllowed_u'allages',Alcohol_'beer_and_wine',Alcohol_'full_bar',Alcohol_'none',Alcohol_u'beer_and_wine',Alcohol_u'full_bar',Alcohol_u'none',BYOBCorkage_'yes_corkage',BYOBCorkage_'yes_free',NoiseLevel_'average',NoiseLevel_'quiet',NoiseLevel_'very_loud',NoiseLevel_u'average',NoiseLevel_u'loud',NoiseLevel_u'quiet',NoiseLevel_u'very_loud',RestaurantsAttire_'casual',RestaurantsAttire_'dressy',RestaurantsAttire_u'casual',Smoking_u'no',Smoking_u'outdoor',Smoking_u'yes',WiFi_'free',WiFi_'no',WiFi_u'free',WiFi_u'no'
34,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,2.0,0.5,0.5,0.5,0.5,1.0,4.0,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '9:0-17:0', 'Sunday': '11:0-16:0'}",1,7,-80.9857691,35.1024898,Charlotte,NC,"14130 Rivergate Pkwy, Ste 200",0.5,0.5,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",Cookie Cutters Haircuts for Kids,28273,"Beauty & Spas, Hair Salons, Kids Hair Salons",0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"{'straightperms': False, 'coloring': False, 'extensions': False, 'africanamerican': False, 'curly': False, 'kids': True, 'perms': False, 'asian': False}",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,3.0,0.5,0.5,0.5,0.5,0.5,1.5,0.5,1,15,-81.911148,41.4183507,North Olmsted,OH,25851 Brookpark Rd,0.5,0.5,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Jared Galleria of Jewelry,44070,"Shopping, Jewelry",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,4.5,0.5,1,12,-79.4291147,44.0587654,Newmarket,ON,"17205 Leslie Street, Unit 2","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",J's Fish & Chips,L3Y 8Y8,"Fish & Chips, Restaurants",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
37,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,4.0,0.5,1,4,-111.8651998,33.737965,Scottsdale,AZ,27998 N 99th Pl,0.5,0.5,0.5,The Estancia Club,85262,"Active Life, Golf",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,2.0,0.5,0.5,0.5,0.5,0.5,3.5,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '12:0-18:0'}",0,3,-80.8512352,35.3521284,Charlotte,NC,"Northlake Mall, 6801 Northlake Mall Drive",0.5,0.5,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",Gap,28216,"Men's Clothing, Sporting Goods, Shopping, Fashion, Women's Clothing, Sports Wear",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.0,0.5,1,27,-115.2966786677,36.0995915313,Las Vegas,NV,4910 S Fort Apache Rd,0.5,0.5,0.5,Bank of America,89148,"Financial Services, Banks & Credit Unions",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,2.0,0.5,0.5,0.5,0.5,0.0,4.0,"{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-18:0'}",0,10,-112.3587447,33.5063725,Litchfield Park,AZ,"4830 N Litchfield Rd, Ste 105",0.5,0.5,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Salon Glow,85340,"Beauty & Spas, Skin Care, Tanning Beds, Hair Salons, Tanning",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,4.5,"{'Wednesday': '17:0-0:0', 'Thursday': '17:0-0:0', 'Friday': '17:0-0:0', 'Saturday': '17:0-0:0', 'Sunday': '17:0-0:0'}",1,242,-79.9493238,40.4656937,Pittsburgh,PA,4606 Penn Ave,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",Apteka,15224,"Nightlife, Bars, Polish, Modern European, Restaurants, Vegan",1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}",0.5,"{'dj': False, 'background_music': True, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
42,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4.0,0.5,1,5,-115.170253,36.1231067,Las Vegas,NV,3339 Las Vegas Blvd S,0.5,0.5,0.5,La Fortuna,89109,"Shopping, Women's Clothing, Fashion",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,5.0,0.5,1,7,-112.0218342,33.6745703,Phoenix,AZ,20645 N 28th St,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",0.5,0.5,M Catering by Michael's,85050,"Caterers, Event Planning & Services",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4.0,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}",1,9,-115.0240553,36.1919831,Las Vegas,NV,6798 Cherry Grove Ave,0.5,0.5,0.5,Transformers Landscaping,89156,"Tree Services, Landscape Architects, Home Services, Landscaping, Lawn Services",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5.0,"{'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-14:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0'}",1,8,-115.2860645,36.1575464,Las Vegas,NV,8751 W Charleston Blvd,0.5,0.5,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Hair by Sharyn,89117,"Hair Loss Centers, Beauty & Spas, Hair Stylists, Hair Salons",0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"{'straightperms': True, 'coloring': True, 'extensions': True, 'africanamerican': True, 'curly': True, 'kids': True, 'perms': True, 'asian': True}",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",1,103,-79.618858,43.582262,Mississauga,ON,3085 Hurontario Street,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Buk Chang Dong Soon Tofu,L5A,"Restaurants, Korean",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
47,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,2.0,0.5,0.5,0.5,0.5,0.5,3.0,"{'Monday': '6:0-17:0', 'Tuesday': '6:0-17:0', 'Wednesday': '6:0-17:0', 'Thursday': '6:0-17:0', 'Friday': '6:0-17:0', 'Saturday': '6:0-18:0', 'Sunday': '10:0-16:0'}",1,16,-112.0696671,33.5090108,Phoenix,AZ,233 E Camelback Rd,0.5,0.5,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Dunn-Edwards Paints,85012,"Interior Design, Contractors, Hardware Stores, Building Supplies, Home & Garden, Paint Stores, Home Services, Shopping, Painters",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0.5,0.5,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,4.5,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0'}",1,106,-80.002126,40.441062,Pittsburgh,PA,436 Market St,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",No. 1 Sushi Sushi,15222,"Japanese, Sushi Bars, Restaurants",0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
49,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5.0,"{'Tuesday': '7:30-17:0', 'Wednesday': '7:30-17:0', 'Thursday': '7:30-17:0', 'Friday': '7:30-14:30'}",1,5,-111.9964502,33.2973184,Phoenix,AZ,16515 S 40th St,0.5,0.5,0.5,Desert Shores Dentistry,85048,"General Dentistry, Health & Medical, Dentists",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,2.0,0.5,0,33,-115.2256202,36.1250311,Las Vegas,NV,6125 Spring Mountain Rd,0.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Dairy Queen,89146,"Fast Food, Food, Restaurants, Ice Cream & Frozen Yogurt",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
51,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,2.0,0.5,0.5,0.5,0.5,0.5,5.0,"{'Monday': '12:0-17:0', 'Tuesday': '8:0-19:0', 'Wednesday': '12:0-17:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0'}",1,18,-111.9342308109,33.4842100799,Scottsdale,AZ,6949 E 5th Ave,0.5,0.5,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",Goveias Salon & Spa,85251,"Eyebrow Services, Hair Salons, Day Spas, Nail Salons, Beauty & Spas",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,0.0,3.0,"{'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-22:0'}",1,5,-79.88248,40.376674,West Mifflin,PA,825 Commonwealth Ave,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",Westwood Bar & Grill,15122,"American (Traditional), Restaurants",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
53,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.5,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:30'}",1,269,-111.9770356779,33.6130201898,Phoenix,AZ,"13843 N Tatum Blvd, Ste 15","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Nee House Chinese Restaurant,85032,"Chinese, Restaurants",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
54,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,2.0,0.5,0.5,0.5,0.5,0.5,4.5,"{'Monday': '12:0-20:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '11:0-19:0'}",1,10,-81.5363193,41.3919418,Bedford,OH,664 Broadway Ave,0.5,0.5,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",Spirit Apothecary,44146,"Home Decor, Cosmetics & Beauty Supply, Health & Medical, Home & Garden, Herbal Shops, Beauty & Spas, Food, Nurseries & Gardening, Spiritual Shop, Shopping",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.5,1.0,1.0,3.5,"{'Tuesday': '14:0-23:0', 'Wednesday': '14:0-23:0', 'Thursday': '14:0-23:0', 'Friday': '14:0-2:0', 'Saturday': '14:0-2:0', 'Sunday': '14:0-23:0'}",0,16,-114.0733513906,51.0377777046,Calgary,AB,529-17th Avenue SW,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",0.5,MiraKuru,T2S 0A9,"Nightlife, Italian, Restaurants, Japanese, Lounges, Bars",1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,"{'dj': False, 'background_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
56,0.5,0.5,0.5,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,"{'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0'}",1,20,-79.5311665,43.637329,Etobicoke,ON,350 Bering Avenue,0.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",The Sweet Gallery,M8Z 3A9,"Sandwiches, Desserts, Custom Cakes, Bakeries, Patisserie/Cake Shop, Cafes, Restaurants, Food, Breakfast & Brunch, Coffee & Tea",0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
57,0.5,0.5,0.5,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.5,1.0,1.0,4.0,"{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}",1,22,-73.633639,45.5397329,Montréal,QC,8261 Saint-Laurent Boulevard,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",Braseiro,H2P 2M1,"Canadian (New), Portuguese, Restaurants",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
58,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,2.0,0.5,1.0,0.5,1.0,0.0,4.0,0.5,1,18,-79.3882299,43.7042291,Toronto,ON,619 Mount Pleasant Road,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",Tavolino,M4S 2M5,"Italian, Restaurants",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
59,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,4.5,"{'Monday': '9:0-16:30', 'Tuesday': '9:0-16:30', 'Wednesday': '9:0-16:30', 'Thursday': '9:0-16:30', 'Friday': '9:0-16:30', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}",1,10,-73.653777726,45.5838977316,Montréal,QC,2425 Boulevard Gouin E,0.5,0.5,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",Parc-nature de l'Île-de-la-Visitation,H2B 1X7,"Parks, Active Life",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5.0,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:0', 'Wednesday': '7:0-14:30', 'Thursday': '8:0-17:0', 'Friday': '7:0-13:0'}",1,26,-111.734964,33.437778,Mesa,AZ,"4434 E Brown Rd, Ste 104",0.5,0.5,0.5,Inspire! Dental,85205,"General Dentistry, Dentists, Oral Surgeons, Cosmetic Dentists, Health & Medical, Orthodontists",0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4.0,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",0,4,-115.0796038143,36.2395570019,Las Vegas,NV,4380 N Lamb Blvd,0.5,0.5,0.5,Llantera Del Norte,89115,"Automotive, Auto Repair, Tires",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5.0,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",1,17,-89.5479280483,42.986419914,Verona,WI,650 S Nine Mound Rd,0.5,0.5,0.5,Complete Auto Glass,53593,"Home Services, Auto Glass Services, Windows Installation, Windshield Installation & Repair, Auto Parts & Supplies, Automotive",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,2.0,0.5,0.5,0.5,0.5,0.5,2.5,"{'Monday': '9:30-21:0', 'Tuesday': '9:30-21:0', 'Wednesday': '9:30-21:0', 'Thursday': '9:30-21:0', 'Friday': '9:30-21:0', 'Saturday': '9:30-19:0', 'Sunday': '11:0-20:0'}",1,8,-79.3537330357,43.847996581,Markham,ON,3105 Highway 7,0.5,0.5,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Winners,L3R 0T9,"Shopping, Discount Store",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,2.5,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '9:30-20:0', 'Saturday': '9:30-18:0', 'Sunday': '11:0-17:0'}",1,3,-79.6995425597,43.5861958135,Mississauga,ON,8 - 1525 Bristol Road,0.5,0.5,0.5,Nice One Nails,L5M 4Z1,"Beauty & Spas, Nail Salons",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5.0,"{'Monday': '8:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '8:0-16:0'}",0,5,-112.182662487,33.567806315,Glendale,AZ,"5700 W Olive Ave, Ste 104",0.5,0.5,0.5,"Wyatt Brad, DMD",85302,"Health & Medical, Dentists, General Dentistry",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.5,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Thursday': '9:0-17:0'}",1,7,-111.8621073184,33.5743637622,Scottsdale,AZ,"10155 E Via Linda, Ste H136",0.5,0.5,0.5,enVoqueMD,85258,"Medical Centers, Beauty & Spas, Naturopathic/Holistic, Weight Loss Centers, Doctors, Medical Spas, Health & Medical, Nutritionists",0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
